row_id,overlap_row,article_id,date,outlet,title,keywords,body_preview,label_development_relevant,label_sdg_labels,label_sentiment_country,label_crisis_flag,label_crisis_type,notes,coder_id,_source
396,,01100701.20160107234118445,20150916,세계일보,강정호 컵스전 7경기 연속 안타,"안타,강정호,컵스전,연속,킹캉,강정호,28,파이리츠,연속,안타,행진,강정호,16일,한국시간,피츠버그,미국,펜실베이니아주,PNC,파크,시카고,컵스,1차,연속,경기,3루수,타자,출전,기록,레즈,신시내티,안타,경기,이래,연속,시즌,타율,0.289,415타수,120안타,1,2루,무사,타석,플라이,인필드,강정호,1루,무사,삼진,타자,선두,구원,투수,트레버,케이힐,싱커,결대,우익수,안타,1사,상대,투수,폭투,2루,폭투,후속,불발,7회,유격수,직선타,피츠버그,투수,구원,소리아,연속,폭투,동점,허용,볼넷,도루,상대,포수,실책,무사,스탈링,마르테,희생플라이,결승점,피츠버그,4연승"," ‘킹캉’ 강정호(28 피츠버그 파이리츠)가 7경기 연속 안타 행진을 벌였다. 
 
 강정호는 16일(한국시간) 미국 펜실베이니아주 피츠버그의 PNC 파크에서 열린 시카고 컵스와의 연속 경기 1차전에서 4번 타자 3루수로 출전해 4타수 1안타를 기록했다. 지난 8일 신시내티 레즈와의 경기 이래 7경기 연속 안타를 쳤지만 시즌 타율은 0.289(415타수..",,,,,,,,news_2015_09.csv
397,,01100901.20100113133206001,20100113,중앙일보,"입지, 브랜드, 상품력 3박자 갖춘 프리미엄 아파트 ‘김포한강신도시 한양수자인 1차’","입지,브랜드,상품력,김포한강,프리미엄,아파트,도시,한양수자,1차,한강,도시,동시분양,영향,김포한강,도시,관심,한강,도시,분양,주변,상대적,저평가,김포한강,도시,재평가,한강,도시,옥석,초기,계약,우수,상품력,30형대,실속,유니트,구조,인기,만점,아파트,김포한강,도시,한양수자,1차,소개,소비자,라이프,스타일,혁신적,평면,김포한강,도시,한양수자,1차,전용면적,평면,소비자,라이프,스타일,타입,인테리어,평면,일반적,중소,신개념,공간설계,40평,중대,실내,차별화,강조,공간,제공,내부,평면,타입,소비자들,선택,주방공간,강조,84A,mom,오피스,컨셉,대면,주방,채택,수납,강화,주방,주부,공간,제공,84B,4베,판상,평면,알파룸,실내정원,가족실,활용,가능,공간,84C,개방,타워,평면,주방,식료품,저장실,Pantry,대형,습식공간,확보,84C,식료품,저장실,Pantry,대형,습식공간,마련,84C,평면형,개방,개방,구성,84,D,부부공간,심혈,부부침실,공간,마련,서재,부부정원,공간,활용,마지막,84,E,거실,주방,맞통풍,가능,3베,판상,전면,4.8,거실,마련,이외,거실,주방,맞통풍,가능,3베,판상,평면,현관,창고,설치,수납공간,강화,교통망,확충,서울,강남,40분,OK김포한강신,도시,서울초입,12km,거리,2기,신도시,서울,거리,위치,한강변,자연환경,수도권,마련,수요자들,관심,올림픽대,구간,도로,8차선,확장,공사,진행,확장,방화대교,행주대교,사이,길이,2.80,구간,2011년,진행,예정,경전철,김포도시철도,완공,개통,예정,대중교통,이용,한강김포,도시,도시철도,이용,김포공항,지하철,환승,서울,강남,1시간,도착,가능,올림픽대로,연결,김포한강로,6차선,2011년,개통,자동차,여의도,20분,강남,40분대,도착,가능,서울,접근성,전망,김포한강,도시,한양수자,1차,잔여,세대,분양,청약,절차,선착순,동호수,지정,계약,가격적,메리트,조건등,저층부,계약,상황,소비자들,선호,로열층,도전,장점,대책,부동산,활성,일환,부동산,규제,완화,혜택,김포한강,도시,전매,제한,기간,종전,1~5년,단축,전용면적,초과,1년,3년,적용,비과밀억제권역,분류,11일,계약,양도세,100%,면제,한양,광교,영종하늘도시,광교,한양,수자인,영종,하늘,도시,한양,수자인,분양중,문의전화,7372조인스닷컴,Joins.com","최근 한강신도시 동시분양의 영향으로 김포한강신도시에 많은 관심이 모아지고 있다. 한강신도시의 분양이 늘어나면서 주변 신도시에 비해 상대적으로 저평가 되던 김포한강신도시에 대한 재평가가 이루어지고 있는 것이다.하지만 아무리 좋은 한강신도시에도 옥석은 있는 법! 높은 초기 계약률과 우수한 상품력, 30형대의 실속있는 유니트 구조를 갖춘 인기 만점의 아파트 ..",,,,,,,,news_2010_01.csv
398,,01101101.20120801100000111,20120801,한국일보,"스포츠 플라자/ 영국 언론 ""블랙번 감독, 박주영에 눈독"" 外","스포츠,플라자,영국,언론,블랙번,감독,박주영,눈독,영국,언론,블랙번,감독,박주영,눈독,올림픽,대표,공격수,박주영,27ㆍ아스널,블랙번,잉글랜드,프로,축구,러브콜,데일리메일,영국,일간지,보도,신문,스티브,스티브,블랙번,감독,레온,베스트,대체,공격수,박주영,베스트,주말,AEK,아테네,그리스,프리,시즌,경기,무릎,6개월,재활,감독,올림픽,축구,대표,활약,박주영,베스트,공백,일본야구기구,선언,WBC,불참,선수회,일본야구기구,NPB,월드베이스볼클래식,WBC,불참,선언,선수회,일본,프로,야구,설득,시작,스포츠닛폰,일본,스포츠,전문지,NPB,선수회,도쿄,만남,상호,의견,절충,보도,일본,선수회,수익금,배분,반발,개최,내년,WBC,참가,결의,박지성,소화,QPR,프리,시즌,경기,박지성,퀸스파크,레인저스,QPR,이적,최대,73분,경기,박지성,1일,한국시간,애덤스파크,영국,위컴,4부,잉글랜드,프로,축구,리그,리그,위컴,원더러스,프리,시즌,경기,선발,출전,후반,데리,교체,지난달,아시아투어,QPR,데뷔전,박지성,1차,선발,45분,3차,후반전,투입,20여분,그라운드,이날,QPR,주장,완장,안톤,퍼디난드,추신수,무안타,캔자스시티전,인디언스,미국프로야구,클리블랜드,추신수,경기,안타,추신수,1일,한국시간,미국,캔자스시티,카우프만,스타디움,캔자스시티,로열스,원정경기,우익수,타자,선발,출전,1볼넷,경기,안타,추신수,타율,2할,푼1리,2할,푼8리","영국 언론 ""블랙번 감독, 박주영에 눈독"" 
올림픽 대표팀의 공격수 박주영(27ㆍ아스널)이 잉글랜드 프로축구 블랙번의 러브콜을 받고 있다고 영국 일간지 데일리메일이 1일 보도했다. 신문은 스티브 킨 블랙번 감독이 레온 베스트를 대체할 공격수로 박주영을 고려하고 있다고 전했다. 베스트는 지난 주말 AEK아테네(그리스)와의 프리시즌 경기에서 무릎을 다쳐 6..",,,,,,,,news_2012_08.csv
399,,01101001.20090314100001433,20090314,한겨레,1월 가계대출 3조 급감,"가계,대출,급감,금융기관들,대출,자산,위험,관리,강화,가계대출,5년,최대,감소세,기록,한국은행,13일,동향,예금,취급,기관,가계,대출,1월,예금취급기관,가계,대출,잔액,512조,3조,4조,감소,기관별,예금,은행,금융,기관,1조,가계,대출,증가액,미국발,금융,위기,은행들,대출,자산,위험,관리,강화,수준,급감,마이너스","금융기관들이 대출 자산에 대한 위험 관리를 강화하면서 가계대출이 5년여 만에 최대 폭의 감소세를 기록했다. 한국은행이 13일 발표한 ‘예금취급기관 가계대출 동향’을 보면, 1월 말 현재 예금취급기관의 가계대출 잔액은 512조7천억원으로 지난해 말보다 3조2500억원이 줄었다. 이는 2003년 12월의 4조3천억원 감소 이후 가장 큰 폭이다. 기관별로는..",,,,,,,,news_2009_03.csv
400,,01101001.20200511221859001,20200511,한겨레,‘과거사법 본회의행’ 약속 깬 미래통합당,"과거,사법,본회의행,약속,미래통합당,형제,복지원,사건,권위주,사건들,정권,시절,인권,유린,사건,진실,규명,여야,합의,처리,약속,진실,화해,과거사,정리,기본법,과거사법,개정안,미래통합당,기류,변화,난관,봉착,애초,법사위,계류,과거사법,개정안,본회의,수정안,의결,방식,처리,통합당,소관,상임,위원회,행정,안전,위원회,단계,논의,취재,종합,통합당,처리,과거사법,개정안,본회의,수정안,처리,방식,애초,약속,더불어민주당,상임위,행안위,법안,전면,수정,요구,통합,김무성,의원,적극,여야,간사,본회의,통과,합의,거리,여야,간사,여아,수정안,반영,방향,법안,수정,통과,수정안,과거사,위원회,구성,15인,9인,위원회,활동,기간,4년,3년,청문회,규정,삭제,통합,요구,수용,결과,홍익표,민주당,행안위,간사,기자들,야당,간사,수정안,본회의,의결,원칙적,합의,이채익,통합,행안위,간사,시일,본회의,과거사법,통과,가슴,가지,상처,계기,환영,지붕,국회,의원회관,현관,고공농성,형제,복지원,사건,피해자,최승우,여야,간사,합의,사흘,농성,민주당,처리,본회의,수정안,방식,합의,통합당,주장,통합,제안,행안위,논의,시작,법사위,통과,통과,마지막,본회의,처리,기간,국회,임기,종료,법안,처리,장담,이채익,통합,간사,통화,원내,대표단,구성,논의,상태,상임위,완전무결,법사위,안전,방안,검토,김미,서영지,mina,서영지","형제복지원 사건 등 권위주의 정권 시절 인권 유린 사건들의 진실을 규명하기 위해 여야가 합의 처리를 약속했던 ‘진실 화해를 위한 과거사정리 기본법(과거사법)’ 개정안이 미래통합당의 미묘한 기류 변화로 난관에 봉착했다. 애초 법사위에 계류돼 있던 과거사법 개정안을 본회의에 올려 ‘수정안 의결’ 방식으로 처리하려 했으나, 통합당이 다시 소관 상임위원회인 행..",,,,,,,,news_2020_05.csv
401,,01100101.20190620101352002,20190620,경향신문,이언주 의원 ‘불륜설’ 인터넷 올린 대학원생 벌금형,"불륜설,이언주,의원,인터넷,대학원,벌금형,의원,이언주,불륜설,인터넷,게시판,대학원생,벌금형,선고,서울,동부,지법,형사,단독,조현락,판사,혐의,정보,통신망법,명예,훼손,기소,대학원,벌금,선고,20일,법원,ㄱ씨,국민,소속,의원,보좌관,불륜설,요약,박근혜,대통령,분위기,제목,링크,언론,기사,인터넷,커뮤니티,혐의,기소,ㄱ씨,의원,남성,수행,비서,불륜설,의원실,3명,여성,보좌관,해고,보좌관,여성,보좌관,해고,기자들,보도,중지,요청,해고,남성,보좌관,의문사,사실,재판,ㄱ씨,작성,기사들,페이스북,게시물,개인적,의견,표명,의원,문제점,보좌관,관리,사생활,제기,목적,비방,주장,법원,ㄱ씨,자신,주장,허위사실,의원,비방,단순,의견표명,판단,재판부,보좌관,부당,해고,보도중지,요청,불륜설,의원,사회,평가,저하,링크,기사,ㄱ씨,자신,게시글,허위사실,인식,국회의원,공인,사정,명예,저해,재판부,처벌,전력,초범,양형,참작","무소속 이언주 의원의 ‘불륜설’을 인터넷 게시판에 올린 대학원생이 벌금형을 선고받았다.

서울동부지법 형사3단독(조현락 판사)은 정보통신망법상 명예훼손 혐의로 기소된 대학원생 ㄱ씨(37)에게 벌금 100만원을 선고했다고 20일 밝혔다.

법원에 따르면 ㄱ씨는 2017년 5월 당시 국민의당 소속이던 이 의원과 보좌관의 불륜설 등을 요약한 뒤, ‘이건 50..",,,,,,,,news_2019_06.csv
402,,01100201.20230504040330001,20230504,국민일보,[여의도포럼] ‘대화가 필요해’,"대화,필요해,최영기,한림대,객원교수,한국노동연구원장,1주년,정부,출범,코앞,윤석열,대통령,지지자들,심기,국정,지지도,30%,분야,전문가,평가,국정,쇄신,고개,실적,정권,명운,추진,대표,정책,지지자들,문재인정부,비정상,진퇴양난,개선,미동맹,글로벌,동맹,격상,국가,위상,환호,반론,정치,사법화,심화,노골적,편중,외교,안보,위험,고조,경제,실리,비판,목소리,부정,여론,근저,1년,경제,실적,정부,정책,능력,의구심,경제,사정,정부,개혁,평가,개혁,노사,법치주의,드라이브,지지율,40%,주69시간,헛발질,노동개혁,연금개혁,국회,특별,위원회,민간,전문가,합의안,부탁,활동,기간,연장,교육개혁,재정,지원,방안,지방,대학,육성,구체화,갈등,이해,이슈들,공론,대통령,차례,다중,위기,시대,개혁,돌파,선택,개혁,당위성,역설,2023년,선거,개혁,골든타임,차원,총력전,예고,국민적,시점,냉정,평가,개혁,동력,상태,기득,세력,저항,야당,비토,반대,세력,본격적,상태,연금,교육개혁,공론화,플랜,구체,액션,대통령,의지,반복,강조,개혁,알고리즘,정부,주도,방식,공론화,구조,개혁,총선,승리,호소,개혁,쟁점,국민,지지,엘리트,전문가,관료,최상,개혁안,최적,솔루션,현실,개혁,진리,투쟁,국민,동의,설득,개혁,성과,형성,국민,공감대,기득,집단,양보,여야,정치,타협,조건,최소,충족,대통령,구상,여야,정치,타협,기득권,양보,방식,국회,영국,총리,윈스턴,처칠,노동당,대표,클레멘트,애틀리,내각,참여,전시,사회,통합,사례,예시,개혁,협력,호소,상황,진영,대결,악화일,사회,대화,단절,상태,선택,총선,상대방,여야,원내,대표,참여,여야정,협의체,상설,형식,정기,간담회,외교,안보,구상,야당,공감,협력,대통령,노력,소모,정쟁,분위기,대결,사회,국가,미래,사실,국민,체감,개혁,거버넌스,개혁,공론화,여야정,대화,추동,대통령실,개혁,리더십,강화,이익집단,갈등,완화,국회,조율,개혁,사령탑,유행,개그콘서트,대화,코너,실정,상황,코너,여야정,노사정,십중팔구,꼰대희,유튜브,구독자,자랑,윤석열정부,총선,전면적,대화,공세,최영기,한림대,객원교수,한국노동연구원장",새 정부 출범 1주년이 코앞이지만 윤석열 대통령이나 지지자들의 심기가 편할 것 같지는 않다. 국정 지지도는 몇 달째 30%를 넘나들고 각 분야 전문가들의 평가는 국정의 일대 쇄신이 필요하다는 쪽으로 기울었다. 누구나 고개를 끄덕일 확실한 실적이 있는 것도 아니고 정권이 명운을 걸고 추진하는 대표 정책도 분명치 않다. 지지자들은 문재인정부의 비정상을 바로..,,,,,,,,news_2023_05.csv
403,,01100901.20210726000750001,20210726,중앙일보,"교체 투입 이강인 6분 만에 2골 한국, 루마니아에 4-0 완승","이강,교체,투입,6분,2골,한국,루마니아,완승,1승,온두라스전,8강행,이강인,20,한국,축구,도쿄,올림픽,불씨,한국,스타디움,일본,이바라키,가시마,남자,축구,조별,리그,루마니아,대파,이날,온두라스,뉴질랜드,B조,1승,승점,한국,득실,한국,온두라스,조별,리그,최종전,8강,진출,1차,뉴질랜드,충격패,감독,한국,올림픽,축구,대표,김학범,2차,이동준,울산,선발,투입,강윤성,양쪽,풀백,제주,설영우,울산,투입,스피드,한국,전반,상대,자책,이동준,오른쪽,측면,크로스,마린,루마니아,마리우스,루마니아,골문,전반,종료,직전,루마니아,게오르게,경고,누적,퇴장,우세,한국,후반,골잔치,이동경,후반,울산,중거리,상대,선수,엄원상,광주,골망,후반,교체,투입,이강인,6분,설영우,후반,페널티킥,키커,침착,마무리,이강인,강윤성,후반,패스,왼발,대승,마무리,이강인,경기,형들,온두라스전,마지막,경기,생각,준비","이강인(20 발렌시아)이 한국 축구의 도쿄 올림픽 8강행 불씨를 살렸다. 
 
 한국은 25일 일본 이바라키 가시마 스타디움에서 열린 남자축구 B조 조별리그 2차전에서 루마니아를 4-0으로 대파했다. 이날 같은 조 온두라스가 뉴질랜드를 3-2로 꺾으면서 B조는 모두 1승1패(승점 3)가 됐다. 한국은 골 득실(+3)에서 가장 앞서 조 1위가 됐다. 한국..",,,,,,,,news_2021_07.csv
404,,01100611.20160423013756590,20130917,서울신문,"[한가위 TV-영화] 나만 빼고 남들은 다 본 흥행 영화, 안방 극장에서 즐겨볼까","남들,흥행,영화,안방,극장,천만,돌파,도둑,베를린,케이블서,인셉션,방영,안방,극장,추석,극장가,영화,추석,남들,흥행,영화,기회,KBS,2TV,20일,송중기,박보영,주연,늑대소년,방영,요양차,시골,소녀,야생,늑대소년,사랑,이야기,멜로,영화,관객,인기,21일,이병헌,주연,광해,저잣거리,만담꾼,광대,하선,광해군,대역,궁궐,이야기,KBS,1TV,18~20일,주연,데이먼,시리즈,차례,방영,CIA,요원,출신,제이슨,이야기,아이덴티티,슈프리머시,얼티메이텀,사실적,액션,개봉,액션,영화,영감,MBC,19일,장동건,오다기리,주연,마이웨이,방영,제2,손기정,조선,청년,준식,일본,최고,마라토너,다쓰오,세계,대전,역사,소용돌이,이야기,20일,류승완,감독,베를린,방영,북한,표종성,비밀,요원,표종,하정우,아내,연정희,전지현,정진수,국정원,요원,한석규,북한,파견,동명수,류승범,동시,처지,SBS,18일,11시,관객,동원,도둑들,한국,영화,도둑,방영,범죄,재구성,타짜,최동훈,감독,김윤석,김혜수,이정재,전지현,김수현,톱스타,촬영,일레븐,한국판,오션스,마카오,김윤석,뽀빠이,이정재,예니콜,전지현,씹던껌,김해숙,잠파노,김수현,마카오,카지노,다이아몬드,태양,눈물,제안,케이블,채널,영화,수퍼액션,17일,크리스토퍼,놀란,감독,인셉션,방영,사람,접속,생각,이야기,디캐프리오,주연,채널CGV,18일,주연,브래드,피트,머니볼,야구,영화,머니,OCN,18일,최민식,하정우,주연,범죄,전쟁,방영,관객,미쓰에이,수지,국민,첫사랑,건축학,개론,채널CGV,19일,감독,쿠엔틴,타란티노,바스터즈,녀석들,OCN,20일,3시,주목,작품",올해 안방 극장은 추석 극장가 못지않게 다채로운 영화를 선보인다. 특히 이번 추석은 ‘나만 빼고 남들은 다 본’ 흥행 영화를 집에서 편하게 즐길 수 있는 좋은 기회다.KBS 2TV는 20일 밤 11시 송중기 박보영 주연의 ‘늑대소년’을 방영한다. 요양차 시골에 내려간 소녀가 야생에서 길러진 늑대소년을 만나 사랑에 빠지는 이야기를 그린 멜로 영화다. 지난..,,,,,,,,news_2013_09.csv
405,,01100201.20190325095303001,20190325,국민일보,개성으로 가는 남북공동연락사무소 남측 인원,"개성,인원,남북,공동,연락,사무소,남측,25일,경기도,파주시,경의선,남북,출입,사무소,부소장,남북,공동,연락,사무소,김창수,버스,개성,뉴시스","25일 오전 경기도 파주시 경의선 남북출입사무소에서 남북공동연락사무소 김창수 부소장이 탄 버스가 개성으로 향하고 있다. 
 
 
 
 
 
뉴시스",,,,,,,,news_2019_03.csv
406,,01100101.2010041310003625783,20100413,경향신문,무선통신분야 국제적 학술지에 당당히 실린 논문,"학술지,무선,통신,분야,국제,연세대,졸업,미국,유학,과학도,무선통신분야,최고,권위,국제학술지,학부,시절,연세대,2월,학교,전자,전기,공학부,졸업,정예석씨,26,석박사통합과정,작성,학부,시절,마이크로파,이론,IEEE,저널,IEEE,Transaction,Microwave,Theory,Technique,4월,13일,정씨,제1저자,이름,포트,변환,커플러,설계,해석,응용,소형화,버틀러,매트릭스,4세대,4G,장치,무선,통신,핵심,버틀러,매트릭스,크기,10분,신기술,제시,버틀러,매트릭스,포밍,전송량,무선,데이터,통신,거리,신기술,스마트,안테나,하드웨어,부피,버틀러,매트릭스,휴대,전화,무선,통신,기기,탑재,마련,평가,정씨,저널,임팩트,팩터,IF,인용,정도,2.711,분야,최고,권위지,2.0,무선,통신,분야,학술지,정씨,지도,김태욱,교수,정씨,결과,휴대,전화,동영상,무선,전송,기기,최신,멀티미디어,상용화,도움,학부,학생,6개월,기간,박사,수준,완성,평가","<!-- SUB_TITLE_START-->ㆍ정예석씨의 ‘4G 휴대전화 신기술’ IEEE저널 게재<!-- SUB_TITLE_END-->

연세대를 졸업하고 현재 미국에 유학 중인 과학도가 무선통신분야에서 최고 권위를 인정받는 국제학술지에 학부 시절 쓴 논문을 실었다. 연세대는 지난해..",,,,,,,,news_2010_04.csv
407,,01100701.20130418100000298,20130418,세계일보,"변희재 ""'낸시랭 父 생존' 제보자 중 설운도 있다""","변희재,낸시랭,생존,제보자,설운,변희재,대표,사망,아버지,팝아티스트,낸시랭,생존,폭로,제보,변희재,대표,방송,TV조선,저격수다,출연,낸시랭,부친,원로,박상록씨,낸시랭,아버지,교통사고,사망,아버지,낸시랭,분들,제보,낸시랭,아버지,존재,공개,사생활,침해,일각,비난,낸시랭,아버지,존재,폭로,아버지,이름,공개,일베,일간,베스트,각종,동영상,사진,우발적,공개,해명,대표,낸시랭,아버지,존재,제보자,가수,설운도,포함,낸시랭,채널,쾌도난마,부모님,설운도,방송사,전화,설명,대표,아버지,낸시랭,생존,사실,폭로,낸시랭,변희재씨,일베,가정사,트위터,심경,정은나리","변희재 미디어워치 대표가 사망한 것으로 알려진 팝아티스트 낸시랭 아버지의 생존 폭로가 제보에 의한 것이라고 밝혔다. 변희재 대표는 17일 방송된 TV조선 '돌아온 저격수다'에 출연해 ""낸시랭 부친은 원로 팝가수인 박상록씨는 낸시랭은 아버지가 교통사고로 사망했다고 했지만 올 2월 낸시랭 아버지를 아는 분들이 내게 제보했다""고 말했다. 그는 낸시랭 아버지의..",,,,,,,,news_2013_04.csv
408,,01100401.20080823064836010,20080823,동아일보,“8 21 부동산 대책은 잘못된 정책” 이한구의원,"8,정책,이한구의원,국회,예산,결산,특별,위원장,내정,한나라당,이한구,사진,의원,정부,대책,부동산,활성,실수요자들,서민들,주거,환경,개선,정책,지적,의원,라디오,이날,SBS,인터뷰,수도권,조성안,공약,사실,대선,위반,공약,객관,자료,제시,국민,양해","국회 예산결산특별위원장으로 내정된 한나라당 이한구(사진) 의원은 22일 정부가 전날 발표한 ‘부동산 활성화 대책’에 대해 “실수요자들, 특히 서민들의 주거환경 개선에 기반하지 않은 잘못된 정책”이라고 지적했다. 
 이 의원은 이날 SBS 라디오와의 인터뷰에서 수도권 내 신도시 2곳 조성안에 대해 “사실상 대선 공약을 위반하는 것”이라며 “왜 (공약을) ..",,,,,,,,news_2008_08.csv
409,,01100901.20200427154555001,20200427,중앙일보,"""뇌물전과"" 김종인 겨눈 홍준표 악연 시작은 8일전 아닌 8년전","뇌물전과,홍준표,김종인,겨눈,악연,시작,8일,8년,정치,감각,경륜,김종인,말곤,대안,정계,페이스북,김종인,미래,통합,총괄,선대,위원장,홍준표,자유한국당,홍준표,자유,한국당,통합당,전신,대표,평가,8일,돌변,통합당,총선,참패,수습,적임자,위원장,대표,입장,위원장,뇌물,전력,거론,부정,인사,간판,논리,8일,돌변,홍준표,대표,계기,입장,변화,위원장,인터뷰,위원장,이날,언론,인터뷰,후보,대권,가급적,70년대,경제,철저,공부,사람,후보,대선,출마,사람,시효,대권,염두,대표,유승민,의원,대표,안철수,국민의당,겨냥,대표,비판,강도,페이스북,경력,차떼기,정당,우리당,대표,뇌물,경력,사람,이치,25일,정치판,개혁,운운,노욕,용납,26일,대표,동화은행,비자금,사건,위원장,뇌물,수수,자백,자신,주장,주임검사,함승희,의원,부탁,조사실,가인,김병로,초대,대법원장,선생,손자,거짓말,위원장,범죄사실,위원장,대표,조사,사실,반박,8년,악연,소환,일각,대표,비판,저변,8년,김종인,악연,작용,총선,공천,대표,새누리당,비대,위원,위원장,충돌,이명박,정부,말기,침체,박근혜,비대위,일원,한나라당,위원장,당명,새누리당,구조,개혁,작업,주도,언론,비대,위원,난사,亂射,표현,등장,유탄,대표,비대,정권,공신,대표,사람들,책임,정치,도의,사람들,쇄신,용퇴론,정권,실세,용퇴,제기,이상득,이재오,의원,이명박,정부,여당,대표,박희태,국회의장,정몽준,안상수,홍준표,대표,겨냥,대표,위원장,공격,주장,실세,용퇴,동의,김종인,이상돈,위원,주장,곤란,위원,동화은행,뇌물,사건,수형,공직,자격,의미,비대위,견제,대표,총선,공천,신청,자신,거취,판단,동대문을,결국,서울,전략,공천,낙선,김종인,홍준표,상처,대표,공세,통합,비대,위원장,결정,여부,하루,위원장,위상,당선자,총회,전국위원회,모임,의원,주장,당내,김종인,비대위,여부,결정,전국위,성원,무산,전망,개최,부결,관측,제기,위원장,수위,비판,결국,대표,자신,부담,지적,당내,비판,정진석,의원,26일,대표,내정자,김종인,비대,위원장,말들,얼굴,비판,송파병,출마,낙선,김근식,교수,27일,라디오,인터뷰,대표,행태,화근,생각","“정치 감각과 경륜으로 봤을 때 김종인 말곤 대안이 없다.” (17일 중앙일보 통화) “인제 그만 정계에 기웃거리지 말라.” (25일 페이스북) 
 김종인 전 미래통합당 총괄선대위원장을 향한 홍준표 전 자유한국당(통합당 전신) 대표의 평가가 8일새 돌변했다. 통합당의 총선 참패를 수습할 적임자로 김 전 위원장을 띄웠던 홍 전 대표는 입장을 바꿔 김 전 ..",,,,,,,,news_2020_04.csv
410,,01101101.20130821100000149,20130821,한국일보,"오정세, '히어로' 단독 주연으로 우뚝 ""충무로 대세남 등극""","오정세,히어로,단독,주연,등극,충무로,대세남,배우,오정세,영화,히어로,김봉한,감독,필마픽쳐스,제작,단독,주연,자리매김,오정세,영화,히어로,아들,의상,히어로,아빠,아들,바보,아빠,단독,주연,자리,그간,오정세,MBC,드라마,작품,얼굴,영화,커플즈,코리아,작품,단역,조연,필모그래피,오정세,작품,능청,연기,각종,드라마,영화,각광,오정세,개봉,영화,남자,사용,설명서,찌질,이승재,한류,스타,이승재,주연,사랑,연기,오정세,영화,히어로,모습들,예정,오정세,히어로,차승원,영화,하이힐,스타,여배우,사랑,감독,에로,영화,이야기,카펫,영화,레드,출연,히어로,부모,퍼센트,공감,허당,아빠,프로젝트,고군,분투,변신,영화,가을,개봉,배우,오정세,충무로,코믹,군단,박철민,정은표,손병호,실력파,배우,출연,관련기사,오정세,뒷담,거짓말,박희순,뒷담화,이하늬,오정세,오정세,전라노출,어린이들,교육적,이시영,오정세,유혹,이해,이윤지,오정세","배우 오정세가 영화 '히어로'(김봉한 감독, 필마픽쳐스 제작)를 통해 단독 주연으로 자리매김했다.

오정세는 영화 '히어로'에서 아들을 위해서라면 민망한 쫄쫄이 의상의 히어로가 되는 것도 마다하지 않는 아들 바보 아빠 역으로 단독 주연의 자리를 꿰찼다. 

그간 오정세는 MBC 드라마 '보고 싶다' 등 다양한 작품을 통해 얼굴을 알려왔다. 그는 영화 '..",,,,,,,,news_2013_08.csv
411,,01100201.20100716184500002,20100716,국민일보,직접 생활비 마련 나선 英 여왕 정부 지원금 동결 여파 소유 농가 매각,"생활비,마련,여왕,매각,정부,지원금,동결,여파,소유,농가,엘리자베스,영국,여왕,생활비,마련,상황,경제,위기,지속,영국,정부,여왕,지원금,내년,동결,버킹엄궁,윈저궁,유지,비용,소유,엘리자베스,여왕,농가,랭커스터,공작령,헤이들리,경매,파운드,18억,영국,일간,인디펜던트,보도,10년,파운드,가격,50에이커,20만,대지,농가,영국,체셔,카운티,위치,본채,별채,구성,16에이커,33에이커,주변,농지,파운드,파운드,가격,매물,랭커스터,공작령,잉글랜드,웨일스,지방,4만,에이커,토지,구성,공작령,자산,가치,3억,파운드,5분,수준,파운드,추락,엘리자베스,여왕,파운드,포도주,개인,소장,파운드,자동차,50주년,대관식,주년,갖가지,진기,선물,신문,전망,영국,왕실,생활비,마련,정부,규모,회계,연도,지원금,비교,파운드,왕실,비축,자금,속도,사용,고갈","엘리자베스 2세 영국 여왕이 직접 생활비 마련에 나섰다. 
 
경제 위기 상황이 지속됨에 따라 영국 정부가 여왕 지원금을 내년까지 동결하고, 버킹엄궁과 윈저궁 유지비용도 줄이기로 한 데 따른 것이다. 
 
엘리자베스 여왕 소유의 랭커스터 공작령 농가인 헤이들리 홀이 경매를 통해 약 100만 파운드(약 18억4000만원)에 팔렸다고 15일 영국 일간 인디..",,,,,,,,news_2010_07.csv
412,,01100701.20231010135317002,20231010,세계일보,"이순재, 과거 ‘코끼리만두’ 대박 친 사연 ”빌딩 지었지만 연기가 더 중요”","이순재,과거,코끼리,대박,사연,빌딩,연기,중요,회장님,tvN,STORY,회장,사람들,캡처,배우,이순재,과거,요식업,성공,배우,집중,9일,방송,회장님,tvN,STORY,회장,사람들,국민,시트콤,하이킥,주역,이순재,박해미,정준하,출연,정준하,준비,만찬,감탄,김수미,요식업,정준하,매출,하루,최고,정준하,27년,요식업,김용건,과거,이순재,운영,만둣집,언급,옛날,이순재,동부이촌동,코끼리,대박,유명,사람,만두,회상,회장님,tvN,STORY,회장,사람들,캡처,이순재,기억,사방,만둣가게,프랜차이즈,가맹점,개념,김용건,중국집,사업,계기,이순재,정정,압구정동,3층,빌딩,중국음식점,연기,지장,사업,설명","tvN STORY ‘회장님네 사람들’ 캡처 
 배우 이순재(88)가 과거 요식업으로 크게 성공을 거뒀지만 배우 일에 집중하기 위해 접었다고 과감히 밝혔다. 
 
 지난 9일 오후 방송된 tvN STORY ‘회장님네 사람들’에 국민 시트콤 ‘거침없이 하이킥’의 주역 이순재, 박해미, 정준하가 출연했다. 
 
 정준하가 준비한 만찬에 감탄하던 김수미가 요식..",,,,,,,,news_2023_10.csv
